text,emotion
"Thinking about it now, Today was such a wonderful day, everything went perfectly. And that's just how it is.",Happy
"Thinking about it now, The afternoon was quiet and I got some reading done.",Normal
"At this point, I cried myself to sleep again last night because of the deadline.",Sad
I just realized My eyes are swollen from all the crying I've done this week. I'll figure it out.,Sad
I am not angry.,Normal
I couldn't stop my leg from shaking with rage.,Anger
I'm lowkey boiling inside.,Anger
"I have to say, I can't believe my brother did that to me, it's completely thoughtless! Just needed to share this.",Anger
I am deeply sad.,Sad
"I was disappointed, but I'm not going to let it ruin my day.",Normal
"Thinking about it now, I yelled because I couldn't contain my frustration anymore. It is what it is.",Anger
"Today was such a wonderful day, everything went perfectly.",Happy
"I have to say, I feel so grateful and blessed to have the doctor in my life. Just needed to share this.",Happy
I feel so good today.,Happy
So angry right now.,Anger
I need to vent — I cried myself to sleep again last night because of the project. And that's just how it is.,Sad
I checked in with my coworker and everything seems to be in order.,Normal
"I have to say, There wasn't much happening today, just the usual routine.",Normal
I am profoundly glad.,Happy
"Somehow, I replied to some messages and scheduled a few meetings. I'll figure it out.",Normal
"Right now, I went to the store today to pick up a few things we needed. It's just too much.",Normal
The project deadline was moved up without telling anyone.,Anger
"At this point, Nothing out of the ordinary happened today, just regular tasks.",Normal
I am feeling pretty normal.,Normal
"I have to say, The smile on my face hasn't faded since the trip happened. It's just too much.",Happy
I always knew that I made a list of things I need to get done this week. It's just too much.,Normal
I am not sad.,Happy
I just realized she left without saying goodbye and it broke me.,Sad
Honestly just another day.,Normal
I am absolutely happy.,Happy
"Thinking about it now, I feel like a part of me died when the outcome happened. I'm still processing everything.",Sad
"Looking back, I reviewed some documents and provided my standard feedback. I'm still processing everything.",Normal
"Honestly, I'm so angry I can barely think straight right now.",Anger
I need to vent — I'm done tolerating this kind of behavior from my mother. I'll figure it out.,Anger
I went for a walk in the evening to clear my head a bit. I needed to get that off my chest.,Normal
Some days the sadness is so heavy it's hard to breathe. And that's just how it is.,Sad
"I have to say, The afternoon was quiet and I got some reading done.",Normal
"At this point, We had a standard team meeting to go over the week's tasks. It is what it is.",Normal
I feel numb.,Sad
"Somehow, my mother made me laugh so hard today, I love spending time together. I don't know what to do.",Happy
I confronted the doctor about this because enough is enough. I don't know what to do.,Anger
"Honestly, I feel like I'm drowning in sorrow and can't find the surface. I don't know what to do.",Sad
I am so angry.,Anger
"Right now, I feel so grateful and blessed to have my colleague in my life. It's just too much.",Happy
"Thinking about it now, I read a book for a bit before going to bed last night. It's just too much.",Normal
"Somehow, I confronted my partner about this because enough is enough. I'm still processing everything.",Anger
Just getting through the day.,Normal
I don't feel happy.,Sad
Why can't I stop being angry?,Anger
"Somehow, Things at the presentation have been going pretty smoothly lately. I'll figure it out.",Normal
"Getting the game was a dream come true, I'm overjoyed. I'll figure it out.",Happy
"Somehow, My anger is completely justified given what my teacher did.",Anger
I am not at peace.,Sad
I am neutral.,Normal
"Nothing out of the ordinary happened today, just regular tasks. I needed to get that off my chest.",Normal
"To be honest, the situation turned out even better than I ever imagined it would. I don't know what to do.",Happy
I always knew that I feel utterly alone and abandoned by everyone around me.,Sad
"At this point, Seeing they's belongings just makes the sadness worse. I needed to get that off my chest.",Sad
"Thinking about it now, There wasn't much happening today, just the usual routine. Just needed to share this.",Normal
I can't feel happy.,Sad
"Somehow, I'm so angry I can barely think straight right now. And that's just how it is.",Anger
I just realized I took the usual route to the decision this morning. I needed to get that off my chest.,Normal
I keep reaching for my phone to call my boss and then remember. I don't know what to do.,Sad
"Right now, I finished my work for the day and had some dinner. Just needed to share this.",Normal
"Thinking about it now, I'm so angry I can barely think straight right now. I'll figure it out.",Anger
"I have to say, I can't stop the tears whenever I think about the interview. I'm still processing everything.",Sad
I feel lost.,Sad
No one told me but I can't stand how my brother always acts so horrible. I'll figure it out.,Anger
Why am I so angry?,Anger
I confronted my coworker about this because enough is enough.,Anger
I can't stop the tears whenever I think about the event. Just needed to share this.,Sad
I don't feel angry.,Normal
I am incredibly sad.,Sad
I stared at old photos of she and just wept. And that's just how it is.,Sad
I always knew that This the competition has pushed me past my breaking point.,Anger
I feel okay today.,Normal
I have no worries right now.,Happy
I can't stop being angry.,Anger
My heart is full of joy after what happened with the project.,Happy
I made some coffee and started going through my emails. I don't know what to do.,Normal
"To be honest, my coworker never listens and it drives me absolutely insane. And that's just how it is.",Anger
I am extremely happy.,Happy
"Thinking about it now, I replied to some messages and scheduled a few meetings. I don't know what to do.",Normal
I am tremendously happy.,Happy
I feel outraged.,Anger
just getting through the day as usual,Normal
The sheer nerve of my sister to do that after everything I've done. I'm still processing everything.,Anger
No one told me but my boss told me they love me and I felt like I was floating. I'll figure it out.,Happy
I am happy.,Happy
"At this point, I can't stand how the manager always acts so reckless. I'm still processing everything.",Anger
I made a list of things I need to get done this week. And that's just how it is.,Normal
"I can't stand how my supervisor always acts so absurd. Life goes on, I suppose.",Anger
"Looking back, the deadline turned out even better than I ever imagined it would. It is what it is.",Happy
"I have to say, I'm so frustrated with the conference, it makes my blood boil. I don't know what to do.",Anger
I just realized I've had enough of he disrespecting me every single day.,Anger
she left without saying goodbye and it broke me.,Sad
"I have to say, I reminded the doctor about the appointment scheduled for Friday. I'll figure it out.",Normal
"Looking back, Everything is falling into place and I couldn't be more grateful. And that's just how it is.",Happy
"At this point, I took the usual route to the interview this morning. I'll figure it out.",Normal
"Somehow, This is absolutely irresponsible, I'm so furious right now. It is what it is.",Anger
I am tearful.,Sad
No one told me but My anger is completely justified given what my mother did. And that's just how it is.,Anger
"Thinking about it now, I went to the store today to pick up a few things we needed.",Normal
I am ticked off.,Anger
"To be honest, I feel content and at peace with where my life is right now. I'm still processing everything.",Happy
"Thinking about it now, I talked briefly with my father about the upcoming plans. I'll figure it out.",Normal
"Honestly, I feel like I'm drowning in sorrow and can't find the surface. And that's just how it is.",Sad
I am broken.,Sad
"No one told me but the manager really crossed the line this time, I'm livid.",Anger
Life feels dark.,Sad
The commute was about the same as usual today. I don't know what to do.,Normal
I always knew that The joy I feel from the presentation is something I'll never forget. It is what it is.,Happy
I am crushed.,Sad
"To be honest, The unexpected kindness from my colleague made my entire week. It's just too much.",Happy
the project turned out even better than I ever imagined it would.,Happy
"I have to say, I keep grinning to myself thinking about how well work went. And that's just how it is.",Happy
"To be honest, I'm absolutely thrilled about the process, it's the best news ever! It is what it is.",Happy
"Thinking about it now, This is absolutely disgraceful, I'm so furious right now.",Anger
"Thinking about it now, I made a list of things I need to get done this week.",Normal
I am fine.,Normal
I am not excited.,Normal
I am thoroughly sad.,Sad
No one told me but Some days the sadness is so heavy it's hard to breathe.,Sad
"I just realized My eyes are swollen from all the crying I've done this week. Life goes on, I suppose.",Sad
I feel so grateful and blessed to have my colleague in my life. I'm still processing everything.,Happy
"Somehow, Every little thing today felt magical and full of possibility. Just needed to share this.",Happy
"At this point, I'm so angry I can barely think straight right now. Life goes on, I suppose.",Anger
I am not in a good mood.,Sad
I always knew that Waking up this morning I felt pure joy for the first time in ages. It's just too much.,Happy
I've been crying all day.,Sad
"At this point, I can't stand how my neighbor always acts so thoughtless.",Anger
I need to vent — I checked in with the doctor and everything seems to be in order. I needed to get that off my chest.,Normal
I am furious.,Anger
my roommate is no longer here and I miss them so much.,Sad
Seeing my mother's belongings just makes the sadness worse.,Sad
"Honestly, Nothing out of the ordinary happened today, just regular tasks.",Normal
I always knew that I'm so mad I haven't been able to sleep thinking about the trip. I'll figure it out.,Anger
I just realized I feel hopeless and don't know how things will ever get better. It's just too much.,Sad
I am extremely angry.,Anger
"I always knew that my roommate surprised me today and I couldn't stop smiling all day. Life goes on, I suppose.",Happy
I need to vent — I finished my work for the day and had some dinner. I'll figure it out.,Normal
my teammate never listens and it drives me absolutely insane.,Anger
I am average today.,Normal
I am deeply furious.,Anger
I always knew that I feel so lucky to experience this kind of happiness right now. It is what it is.,Happy
"To be honest, my teacher is no longer here and I miss them so much. It's just too much.",Sad
"To be honest, There wasn't much happening today, just the usual routine. I needed to get that off my chest.",Normal
"I'm so frustrated with the competition, it makes my blood boil.",Anger
"Right now, I'm absolutely thrilled about the office, it's the best news ever! It's just too much.",Happy
"Thinking about it now, they is no longer here and I miss them so much.",Sad
"I have to say, That was the most unacceptable thing my mother could have ever done. And that's just how it is.",Anger
I feel good.,Happy
I just realized The silence in the house since the meeting is unbearable. I don't know what to do.,Sad
Today is just... whatever.,Normal
I am upbeat.,Happy
I'm heartbroken.,Sad
I am not stressed.,Happy
"Somehow, I'm beaming with pride over what I accomplished with school. Life goes on, I suppose.",Happy
I got the the event I've been working towards and I'm ecstatic! I'll figure it out.,Happy
"Thinking about it now, Today reminded me how much beauty there is in everyday moments.",Happy
I feel so empty and hollow inside after what happened. And that's just how it is.,Sad
"I need to vent — I keep grinning to myself thinking about how well the decision went. Life goes on, I suppose.",Happy
"Right now, I can't stand how my mother always acts so infuriating.",Anger
"Honestly, I can't stand how the manager always acts so unfair. I'll figure it out.",Anger
I am feeling neutral today.,Normal
I am totally normal.,Normal
I feel incredible.,Happy
I feel fuming.,Anger
"Today reminded me how much beauty there is in everyday moments. Life goes on, I suppose.",Happy
I updated my schedule and moved a few tasks around.,Normal
No one told me but I keep reaching for my phone to call my mother and then remember.,Sad
I am terribly sad.,Sad
"I have to say, my teacher called me this afternoon and we talked for a while. And that's just how it is.",Normal
"Right now, I replied to some messages and scheduled a few meetings.",Normal
I am not that happy.,Normal
"At this point, My heart is full of joy after what happened with the event. And that's just how it is.",Happy
I always knew that I hugged my neighbor tight and felt so much love and warmth. Just needed to share this.,Happy
"Somehow, Every time I think about what happened, I get even more angry.",Anger
I always knew that Life feels so beautiful and full of possibilities right now.,Happy
I am extremely happy.,Happy
Why can't I stop being angry?,Anger
No one told me but Life feels so beautiful and full of possibilities right now. Just needed to share this.,Happy
I need to vent — I finished my work for the day and had some dinner. I'm still processing everything.,Normal
No one told me but I went to the store today to pick up a few things we needed.,Normal
I feel like giving up.,Sad
"Ugh, I'm so angry!",Anger
"Honestly, This the competition has pushed me past my breaking point. I'm still processing everything.",Anger
"Thinking about it now, I feel so lucky to experience this kind of happiness right now. Just needed to share this.",Happy
"Somehow, I'm so mad I haven't been able to sleep thinking about the interview. Life goes on, I suppose.",Anger
"Somehow, How dare he treat me this way, I'm beyond angry. Just needed to share this.",Anger
"At this point, Everything reminds me of the doctor and the pain comes flooding back. I needed to get that off my chest.",Sad
I need to vent — I've been crying all day thinking about the presentation. I'll figure it out.,Sad
"Looking back, I feel so lucky to experience this kind of happiness right now. I'll figure it out.",Happy
"To be honest, I went for a walk in the evening to clear my head a bit. I don't know what to do.",Normal
"Looking back, I feel so lucky to experience this kind of happiness right now. Life goes on, I suppose.",Happy
"At this point, The joy I feel from the results is something I'll never forget.",Happy
"I have to say, The day ended without any major issues or surprises. I'm still processing everything.",Normal
"Somehow, Some days the sadness is so heavy it's hard to breathe.",Sad
"Somehow, I'm not overreacting, my colleague genuinely behaved outrageous. Just needed to share this.",Anger
"Somehow, I went for a walk in the evening to clear my head a bit. I'll figure it out.",Normal
"Honestly, she called me this afternoon and we talked for a while.",Normal
"At this point, The weather was pretty average today, not too hot or cold. I don't know what to do.",Normal
I am as usual.,Normal
I made a list of things I need to get done this week. I'll figure it out.,Normal
Why can't I stop being angry?,Anger
"Looking back, I feel so empty and hollow inside after what happened. It's just too much.",Sad
i feel really down today i dont know why,Sad
"To be honest, I wish I could turn back time and prevent the conference from happening. Life goes on, I suppose.",Sad
"Every time I think about what happened, I get even more angry. I needed to get that off my chest.",Anger
"Right now, I woke up at my usual time and started the day normally.",Normal
No one told me but I keep grinning to myself thinking about how well the presentation went. And that's just how it is.,Happy
I am fuming.,Anger
I am overwhelmingly angry.,Anger
"Honestly, I went to the store today to pick up a few things we needed. Just needed to share this.",Normal
"Thinking about it now, I made a list of things I need to get done this week. And that's just how it is.",Normal
This is making me angry.,Anger
I need to vent — The smile on my face hasn't faded since the game happened. It's just too much.,Happy
"To be honest, Today was such a wonderful day, everything went perfectly. I needed to get that off my chest.",Happy
I am utterly hopeless.,Sad
"I can't believe my father did that to me, it's completely selfish! It is what it is.",Anger
Life feels dark.,Sad
That was the most absurd thing my teacher could have ever done. I needed to get that off my chest.,Anger
Every little thing today felt magical and full of possibility. It's just too much.,Happy
"I have to say, This is absolutely reckless, I'm so furious right now. It is what it is.",Anger
Everything is falling into place and I couldn't be more grateful. Just needed to share this.,Happy
I am genuinely okay.,Normal
No one told me but I cried myself to sleep again last night because of the project. I don't know what to do.,Sad
Some days the sadness is so heavy it's hard to breathe. I'm still processing everything.,Sad
"At this point, There wasn't much happening today, just the usual routine. I'll figure it out.",Normal
I am devastated.,Sad
"Right now, my partner called me this afternoon and we talked for a while. I don't know what to do.",Normal
"Honestly, my brother called me this afternoon and we talked for a while.",Normal
I laughed until my stomach hurt with my friend today. It's just too much.,Happy
That was the most maddening thing my teammate could have ever done. I needed to get that off my chest.,Anger
I am very happy.,Happy
I feel moderate.,Normal
I need to vent — I can't stand how my mentor always acts so outrageous. I needed to get that off my chest.,Anger
"Honestly, I'm not overreacting, my mentor genuinely behaved horrible. It is what it is.",Anger
"Right now, I spent the afternoon organizing some files on my computer.",Normal
I am visibly angry.,Anger
"To be honest, The world feels grey and meaningless since the game.",Sad
I am terrifyingly angry.,Anger
I've been off all day.,Sad
"At this point, I'm so happy I feel like I could burst, this is incredible! Life goes on, I suppose.",Happy
"At this point, Getting the project was a dream come true, I'm overjoyed. I'll figure it out.",Happy
"Right now, I yelled because I couldn't contain my frustration anymore.",Anger
I slammed the door so hard when my teammate said that ridiculous thing. It is what it is.,Anger
"To be honest, The way my friend handled the decision was completely unacceptable.",Anger
"my boss made me laugh so hard today, I love spending time together. It is what it is.",Happy
I feel grateful.,Happy
I yelled because I couldn't contain my frustration anymore. I don't know what to do.,Anger
"they really crossed the line this time, I'm livid. Just needed to share this.",Anger
I am extremely sad.,Sad
"Thinking about it now, The loneliness after the office is something I wasn't prepared for. It's just too much.",Sad
I feel wonderful.,Happy
I always knew that I feel like a part of me died when the interview happened. And that's just how it is.,Sad
Unremarkable.,Normal
"Right now, I just sat in the dark, too sad to move or do anything. Life goes on, I suppose.",Sad
I danced around the room when I heard the amazing news. It's just too much.,Happy
I am supremely happy.,Happy
heavy heart today no reason just sad,Sad
I am so unhappy.,Sad
Life feels dark.,Sad
"I need to vent — I want to bottle this feeling and keep it with me forever. Life goes on, I suppose.",Happy
I am profoundly enraged.,Anger
"Honestly, I reviewed some documents and provided my standard feedback.",Normal
I am profoundly enraged.,Anger
I cried myself to sleep again last night because of the conference. I needed to get that off my chest.,Sad
"To be honest, I can't forgive my partner for what they did to the competition. And that's just how it is.",Anger
I need to vent — I grabbed lunch and worked through some pending items. I'll figure it out.,Normal
I'm losing my temper.,Anger
I am outraged.,Anger
I am really heated.,Anger
I am profoundly enraged.,Anger
I just realized the doctor surprised me today and I couldn't stop smiling all day. I'm still processing everything.,Happy
"At this point, Everything reminds me of the doctor and the pain comes flooding back. It is what it is.",Sad
I am so glad.,Happy
I am devastated.,Sad
Why am I always the one getting angry?,Anger
I woke up at my usual time and started the day normally. And that's just how it is.,Normal
I am so glad.,Happy
"Honestly, my teacher called me this afternoon and we talked for a while.",Normal
I raised my voice without meaning to.,Anger
"I just realized I keep grinning to myself thinking about how well the deadline went. Life goes on, I suppose.",Happy
"I have to say, I woke up at my usual time and started the day normally.",Normal
"Thinking about it now, I stared at old photos of my mentor and just wept.",Sad
I ran some errands and came back home.,Normal
I am not sad.,Happy
I just realized The smile on my face hasn't faded since the competition happened. I don't know what to do.,Happy
"Somehow, My heart is full of joy after what happened with the decision. Life goes on, I suppose.",Happy
"Thinking about it now, Why does my neighbor always find a way to ruin everything? I don't know what to do.",Anger
"Thinking about it now, I keep reaching for my phone to call my coworker and then remember. Just needed to share this.",Sad
"To be honest, I woke up at my usual time and started the day normally. Life goes on, I suppose.",Normal
"Right now, I checked in with the manager and everything seems to be in order. Life goes on, I suppose.",Normal
I feel so empty and hollow inside after what happened. Just needed to share this.,Sad
"I have to say, I woke up at my usual time and started the day normally.",Normal
I always knew that Nothing feels the same since the conference occurred.,Sad
Good vibes only today!,Happy
"To be honest, I feel utterly alone and abandoned by everyone around me. It is what it is.",Sad
"I need to vent — There wasn't much happening today, just the usual routine. It is what it is.",Normal
"Thinking about it now, We had a standard team meeting to go over the week's tasks. I'll figure it out.",Normal
"Honestly, Today was such a wonderful day, everything went perfectly. Life goes on, I suppose.",Happy
I am very angry.,Anger
No one told me but I shared the good news with my roommate and we celebrated together.,Happy
I am genuinely happy.,Happy
"Looking back, I feel so empty and hollow inside after what happened. It is what it is.",Sad
the deadline turned out even better than I ever imagined it would. And that's just how it is.,Happy
"No one told me but I can't believe my friend did that to me, it's completely unacceptable!",Anger
I am terrifyingly angry.,Anger
"At this point, Life feels so beautiful and full of possibilities right now. I'm still processing everything.",Happy
I am doing alright.,Normal
I just realized The project at the event is moving along at a steady pace.,Normal
"Right now, Waking up this morning I felt pure joy for the first time in ages. Just needed to share this.",Happy
I feel so empty and hollow inside after what happened. And that's just how it is.,Sad
"Thinking about it now, Nothing out of the ordinary happened today, just regular tasks. It is what it is.",Normal
"Honestly, I prepared a simple meal and watched some television. It is what it is.",Normal
I am managing okay.,Normal
I'm beaming with pride over what I accomplished with the results. It is what it is.,Happy
"I have to say, I replied to some messages and scheduled a few meetings. I don't know what to do.",Normal
I can't stop crying.,Sad
I feel so empty and hollow inside after what happened. I'll figure it out.,Sad
Meh day but in a fine way.,Normal
I am not alright.,Sad
I am lonely.,Sad
I feel delighted.,Happy
"Right now, Nothing out of the ordinary happened today, just regular tasks. I'm still processing everything.",Normal
I yelled because I couldn't contain my frustration anymore.,Anger
I cried myself to sleep again last night because of the trip.,Sad
My hard work was completely ignored and I'm enraged.,Anger
I always knew that I feel utterly alone and abandoned by everyone around me. It's just too much.,Sad
I am done with this.,Anger
"At this point, the manager is no longer here and I miss them so much. And that's just how it is.",Sad
"Looking back, I laughed until my stomach hurt with my teammate today. And that's just how it is.",Happy
"I have to say, I've had enough of my colleague disrespecting me every single day. I don't know what to do.",Anger
"Looking back, The world feels grey and meaningless since the meeting. It is what it is.",Sad
I'm so angry I can barely think straight right now. Just needed to share this.,Anger
No one told me but My eyes are swollen from all the crying I've done this week.,Sad
"To be honest, The loneliness after the game is something I wasn't prepared for.",Sad
"I just realized Today was such a wonderful day, everything went perfectly. I don't know what to do.",Happy
I just realized This the presentation has pushed me past my breaking point. I needed to get that off my chest.,Anger
"Somehow, There wasn't much happening today, just the usual routine.",Normal
"Looking back, The silence in the house since the game is unbearable. And that's just how it is.",Sad
I am not happy today.,Sad
"To be honest, I just sat in the dark, too sad to move or do anything.",Sad
I feel positive.,Happy
I need to vent — The day was uneventful but productive enough overall. And that's just how it is.,Normal
"Right now, I laughed until my stomach hurt with my teacher today. Life goes on, I suppose.",Happy
No one told me but Nothing feels the same since the situation occurred. I'll figure it out.,Sad
People who cut queues make me absolutely furious.,Anger
"Thinking about it now, I feel so empty and hollow inside after what happened.",Sad
"Honestly, I feel hopeless and don't know how things will ever get better. I needed to get that off my chest.",Sad
I need to vent — I cried myself to sleep again last night because of the results.,Sad
"I have to say, I made some coffee and started going through my emails. Just needed to share this.",Normal
"Thinking about it now, I'm so angry I can barely think straight right now. I'll figure it out.",Anger
I went to the store today to pick up a few things we needed. And that's just how it is.,Normal
I always knew that I've been crying all day thinking about the deadline. I'm still processing everything.,Sad
"I just realized Getting the event was a dream come true, I'm overjoyed. I'll figure it out.",Happy
I am thoroughly sad.,Sad
"Honestly, That meeting was a complete waste of time, I'm so irritated.",Anger
I am not well.,Sad
I am fed up.,Anger
I need to vent — I updated my schedule and moved a few tasks around.,Normal
The grief I feel from the decision is overwhelming me. I don't know what to do.,Sad
"To be honest, I yelled because I couldn't contain my frustration anymore.",Anger
"Looking back, My patience has completely run out with this the presentation. I don't know what to do.",Anger
Thinking about the conference fills me with an indescribable sadness. I'm still processing everything.,Sad
No one told me but I grabbed lunch and worked through some pending items. I needed to get that off my chest.,Normal
I always knew that The unexpected kindness from my sister made my entire week.,Happy
I am extremely happy.,Happy
"At this point, Every single day it's the same horrible behavior from my partner. It's just too much.",Anger
I am miserable.,Sad
I yelled because I couldn't contain my frustration anymore.,Anger
"I have to say, I made some coffee and started going through my emails.",Normal
I am feeling alright.,Normal
"Looking back, my teammate called me this afternoon and we talked for a while. Just needed to share this.",Normal
"I have to say, I got the the results I've been working towards and I'm ecstatic! I needed to get that off my chest.",Happy
"Right now, The project at the event is moving along at a steady pace. It is what it is.",Normal
"I feel so alive and energized, everything feels right in the world. I don't know what to do.",Happy
"At this point, Everything is falling into place and I couldn't be more grateful.",Happy
"I have to say, I laughed until my stomach hurt with my partner today.",Happy
"Somehow, Today was such a wonderful day, everything went perfectly. It is what it is.",Happy
"Somehow, Today marks the happiest day of my life because of the process. It is what it is.",Happy
I completed my first year of sobriety and I've never been prouder.,Happy
"Somehow, I talked briefly with my roommate about the upcoming plans. It's just too much.",Normal
"I have to say, Nothing feels the same since the competition occurred. It's just too much.",Sad
No one told me but I feel content and at peace with where my life is right now. And that's just how it is.,Happy
I feel empty.,Sad
"Somehow, I've been grieving this loss for weeks and it hasn't gotten easier. And that's just how it is.",Sad
I can't believe how good I feel.,Happy
I am broken.,Sad
I am very happy.,Happy
I always knew that my roommate is no longer here and I miss them so much.,Sad
"That meeting was a complete waste of time, I'm so irritated.",Anger
"How dare my mentor treat me this way, I'm beyond angry.",Anger
"Somehow, Today was such a wonderful day, everything went perfectly. I'm still processing everything.",Happy
I am broken.,Sad
I shared the good news with the doctor and we celebrated together. It is what it is.,Happy
I wish I could turn back time and prevent the exam from happening. Just needed to share this.,Sad
"I always knew that I prepared a simple meal and watched some television. Life goes on, I suppose.",Normal
I feel awful.,Sad
I am not fine.,Sad
"To be honest, my mother sent a routine update and I acknowledged it. And that's just how it is.",Normal
I'm done tolerating this kind of behavior from my coworker. I'm still processing everything.,Anger
No one told me but The grief I feel from the deadline is overwhelming me. And that's just how it is.,Sad
Alright.,Normal
"Right now, I slammed the door so hard when my teacher said that ridiculous thing. Life goes on, I suppose.",Anger
"Somehow, Getting the presentation was a dream come true, I'm overjoyed. I'm still processing everything.",Happy
I am laughing.,Happy
"Somehow, Life feels so beautiful and full of possibilities right now. I don't know what to do.",Happy
I can't forgive my supervisor for what they did to the event. I'm still processing everything.,Anger
"Right now, the manager was my whole world and now I don't know who I am.",Sad
I am truly furious.,Anger
This is breaking my heart.,Sad
I am crushed.,Sad
I am deeply heartbroken.,Sad
I am overwhelmingly angry.,Anger
"I have to say, Thinking about the conference fills me with an indescribable sadness. Life goes on, I suppose.",Sad
"Somehow, The afternoon was quiet and I got some reading done.",Normal
I am grateful and happy.,Happy
"Honestly, I updated my schedule and moved a few tasks around. Life goes on, I suppose.",Normal
Everything is falling into place and I couldn't be more grateful. I don't know what to do.,Happy
Thinking about the exam fills me with an indescribable sadness. It's just too much.,Sad
"To be honest, I don't feel like eating or talking to anyone right now. I'm still processing everything.",Sad
"To be honest, Seeing my brother's belongings just makes the sadness worse.",Sad
"Honestly, I danced around the room when I heard the amazing news. I don't know what to do.",Happy
I am completely balanced.,Normal
I just realized The way my teacher handled the event was completely unacceptable. I needed to get that off my chest.,Anger
"my roommate really crossed the line this time, I'm livid. I needed to get that off my chest.",Anger
"I have to say, I'm beaming with pride over what I accomplished with the competition. It's just too much.",Happy
"Looking back, I miss the way things used to be before all of this happened.",Sad
"To be honest, I can't forgive the doctor for what they did to the results. I'm still processing everything.",Anger
No one told me but Some days the sadness is so heavy it's hard to breathe. It is what it is.,Sad
I've been trying so hard to be okay for everyone around me that I forgot to let myself actually feel the sadness.,Sad
"Looking back, Every little thing today felt magical and full of possibility. I'm still processing everything.",Happy
"Honestly, I feel like I'm drowning in sorrow and can't find the surface.",Sad
"Looking back, I finished my work for the day and had some dinner.",Normal
"I have to say, We had a standard team meeting to go over the week's tasks.",Normal
I am very angry.,Anger
the interview turned out even better than I ever imagined it would. I'll figure it out.,Happy
"To be honest, I feel so lucky to experience this kind of happiness right now. Life goes on, I suppose.",Happy
"The injustice of the whole situation is what makes me the most angry — nothing was fair, nothing was right.",Anger
I just realized I've been grieving this loss for weeks and it hasn't gotten easier. I don't know what to do.,Sad
My eyes are swollen from all the crying I've done this week. Just needed to share this.,Sad
I always knew that The sheer nerve of my colleague to do that after everything I've done.,Anger
"Honestly, I'm so angry I can barely think straight right now. I'll figure it out.",Anger
"I have to say, I feel so alive and energized, everything feels right in the world. I don't know what to do.",Happy
I am grieving.,Sad
So angry right now.,Anger
Euphoric.,Happy
I don't feel like eating or talking to anyone right now.,Sad
"To be honest, Every single day it's the same unfair behavior from the manager. I don't know what to do.",Anger
I hate this.,Anger
I am not feeling strongly.,Normal
"Looking back, I laughed until my stomach hurt with the doctor today. It's just too much.",Happy
I'm lowkey furious.,Anger
I checked in with my father and everything seems to be in order.,Normal
I just realized I prepared a simple meal and watched some television. I'll figure it out.,Normal
"Somehow, I danced around the room when I heard the amazing news. I'll figure it out.",Happy
I feel deep sadness.,Sad
"Somehow, I went for a walk in the evening to clear my head a bit. And that's just how it is.",Normal
"Looking back, This the decision has pushed me past my breaking point.",Anger
"I have to say, I read a book for a bit before going to bed last night. I don't know what to do.",Normal
I need to vent — the manager never listens and it drives me absolutely insane. It is what it is.,Anger
"Thinking about it now, There wasn't much happening today, just the usual routine. And that's just how it is.",Normal
"Looking back, I keep reaching for my phone to call my roommate and then remember. Life goes on, I suppose.",Sad
The way my friend handled the office was completely unacceptable. It is what it is.,Anger
I'm broken.,Sad
"At this point, the doctor told me they love me and I felt like I was floating.",Happy
"No one told me but I threw the papers across the room when I heard the news. Life goes on, I suppose.",Anger
I am not unhappy.,Happy
I've had enough of my friend disrespecting me every single day.,Anger
Every single day it's the same disgraceful behavior from my teammate.,Anger
"Honestly, I spent the afternoon organizing some files on my computer. And that's just how it is.",Normal
I always knew that The joy I feel from the process is something I'll never forget. I needed to get that off my chest.,Happy
"Honestly, The smile on my face hasn't faded since the game happened. I'm still processing everything.",Happy
"Thinking about it now, the outcome turned out even better than I ever imagined it would.",Happy
"I'm so frustrated with the results, it makes my blood boil. I needed to get that off my chest.",Anger
I just realized The sheer nerve of my teammate to do that after everything I've done. I'm still processing everything.,Anger
I am not alright.,Sad
I am crushed.,Sad
I need to vent — I feel so grateful and blessed to have my mother in my life.,Happy
I am content.,Happy
"Looking back, I finished my work for the day and had some dinner.",Normal
"I just realized I'm so angry I can barely think straight right now. Life goes on, I suppose.",Anger
"Somehow, they told me they love me and I felt like I was floating.",Happy
"I just realized We had a standard team meeting to go over the week's tasks. Life goes on, I suppose.",Normal
"Somehow, Getting the project was a dream come true, I'm overjoyed. It is what it is.",Happy
"Looking back, The injustice of this the trip makes me want to scream. I'm still processing everything.",Anger
"Looking back, I got the work I've been working towards and I'm ecstatic! I'll figure it out.",Happy
I always knew that Why does my boss always find a way to ruin everything? I'm still processing everything.,Anger
No one told me but I hugged my teammate tight and felt so much love and warmth. I'm still processing everything.,Happy
I'm genuinely so glad.,Happy
"At this point, I prepared a simple meal and watched some television. It's just too much.",Normal
I am so unhappy.,Sad
I am okay.,Normal
Why am I so sad?,Sad
"Somehow, Today marks the happiest day of my life because of the meeting. Life goes on, I suppose.",Happy
"Thinking about it now, We had a standard team meeting to go over the week's tasks. Life goes on, I suppose.",Normal
I need to vent — The loneliness after the trip is something I wasn't prepared for. And that's just how it is.,Sad
I am very unhappy.,Sad
"Thinking about it now, I updated my schedule and moved a few tasks around. Just needed to share this.",Normal
"Right now, Today reminded me how much beauty there is in everyday moments. I don't know what to do.",Happy
"Somehow, The day was uneventful but productive enough overall. And that's just how it is.",Normal
