text,emotion
I feel light.,Happy
"At this point, I can't stand how my colleague always acts so inconsiderate. I'll figure it out.",Anger
"Thinking about it now, I feel hopeless and don't know how things will ever get better. It is what it is.",Sad
Every little thing today felt magical and full of possibility. I'll figure it out.,Happy
I am deeply heartbroken.,Sad
"Looking back, Today was such a wonderful day, everything went perfectly. Life goes on, I suppose.",Happy
"Honestly, I just sat in the dark, too sad to move or do anything. Just needed to share this.",Sad
"To be honest, I stared at old photos of my father and just wept.",Sad
The grief I feel from the outcome is overwhelming me. I don't know what to do.,Sad
"Honestly, I'm so angry I can barely think straight right now. I'll figure it out.",Anger
I am feeling neutral today.,Normal
I just realized Seeing my father's belongings just makes the sadness worse. I'll figure it out.,Sad
"To be honest, Every little thing today felt magical and full of possibility. Just needed to share this.",Happy
I keep grinning to myself thinking about how well the presentation went. I'm still processing everything.,Happy
"Right now, The silence in the house since the competition is unbearable.",Sad
"Looking back, I laughed until my stomach hurt with my teammate today. And that's just how it is.",Happy
I feel incredible.,Happy
"I have to say, I slammed the door so hard when my teacher said that ridiculous thing. Life goes on, I suppose.",Anger
"Thinking about it now, The unexpected kindness from the doctor made my entire week. I'll figure it out.",Happy
I feel so alone.,Sad
"I have to say, I threw the papers across the room when I heard the news. It is what it is.",Anger
"Looking back, The day was uneventful but productive enough overall. I needed to get that off my chest.",Normal
I am weeping.,Sad
I am enraged.,Anger
"Looking back, Why does my mentor always find a way to ruin everything? Just needed to share this.",Anger
"my neighbor made me laugh so hard today, I love spending time together. I'll figure it out.",Happy
I am absolutely fine.,Normal
"I always knew that Getting school was a dream come true, I'm overjoyed.",Happy
"Right now, I got the the interview I've been working towards and I'm ecstatic! It's just too much.",Happy
I am extremely angry.,Anger
"Looking back, I want to bottle this feeling and keep it with me forever. I'll figure it out.",Happy
No one told me but The afternoon was quiet and I got some reading done.,Normal
No one told me but they sent a routine update and I acknowledged it. And that's just how it is.,Normal
"To be honest, Waking up this morning I felt pure joy for the first time in ages. Life goes on, I suppose.",Happy
my colleague never listens and it drives me absolutely insane. And that's just how it is.,Anger
The injustice of this the game makes me want to scream.,Anger
No one told me but I laughed until my stomach hurt with the doctor today. It is what it is.,Happy
I am crying.,Sad
"Honestly, I'm not overreacting, my partner genuinely behaved unfair. And that's just how it is.",Anger
"Thinking about it now, I feel utterly alone and abandoned by everyone around me.",Sad
"I grabbed lunch and worked through some pending items. Life goes on, I suppose.",Normal
"I have to say, I can't stand how my boss always acts so unfair. I don't know what to do.",Anger
"Honestly, That meeting was a complete waste of time, I'm so irritated.",Anger
"Right now, I went to the store today to pick up a few things we needed. Just needed to share this.",Normal
No one told me but she told me they love me and I felt like I was floating. And that's just how it is.,Happy
"Thinking about it now, Losing my father has left a hole in my heart that won't heal. It's just too much.",Sad
I always knew that Things at the situation have been going pretty smoothly lately. I'll figure it out.,Normal
I just realized I prepared a simple meal and watched some television. I needed to get that off my chest.,Normal
I shared the good news with my mother and we celebrated together. It's just too much.,Happy
I don't feel like eating or talking to anyone right now.,Sad
"Somehow, I hugged my friend tight and felt so much love and warmth. I'm still processing everything.",Happy
"my roommate really crossed the line this time, I'm livid. I don't know what to do.",Anger
I always knew that Every little thing today felt magical and full of possibility. It's just too much.,Happy
I am absolutely happy.,Happy
I am not very happy.,Normal
"Every time I think about what happened, I get even more angry. And that's just how it is.",Anger
I am not happy at all.,Anger
"To be honest, I miss the way things used to be before all of this happened.",Sad
I am content.,Happy
"To be honest, I yelled because I couldn't contain my frustration anymore. Life goes on, I suppose.",Anger
I always knew that Every single day it's the same unfair behavior from my teammate.,Anger
I feel so helpless.,Sad
I always knew that I'm so angry I can barely think straight right now. It is what it is.,Anger
"Thinking about it now, my teammate was my whole world and now I don't know who I am.",Sad
"Right now, I threw the papers across the room when I heard the news. I'm still processing everything.",Anger
I am extremely angry.,Anger
No one told me but my brother was my whole world and now I don't know who I am.,Sad
I don't feel happy.,Sad
"To be honest, I hugged the doctor tight and felt so much love and warmth. It is what it is.",Happy
No one told me but The afternoon was quiet and I got some reading done. And that's just how it is.,Normal
"At this point, I hugged my supervisor tight and felt so much love and warmth. I needed to get that off my chest.",Happy
I prepared a simple meal and watched some television. It is what it is.,Normal
I can't stop being angry.,Anger
"To be honest, I can't stand how my partner always acts so disgraceful. It is what it is.",Anger
I feel like I'm drowning in sorrow and can't find the surface. Just needed to share this.,Sad
"At this point, Everything reminds me of the manager and the pain comes flooding back. It is what it is.",Sad
I am miserable.,Sad
"Thinking about it now, Today reminded me how much beauty there is in everyday moments. And that's just how it is.",Happy
"Somehow, my mentor was my whole world and now I don't know who I am. I'm still processing everything.",Sad
I am fed up.,Anger
I feel so good today.,Happy
I talked briefly with my teacher about the upcoming plans. I'm still processing everything.,Normal
I just realized I feel so empty and hollow inside after what happened. It is what it is.,Sad
"Somehow, I slammed the door so hard when my roommate said that ridiculous thing. Life goes on, I suppose.",Anger
I just realized I feel like a part of me died when the game happened. I needed to get that off my chest.,Sad
"Thinking about it now, Getting the presentation was a dream come true, I'm overjoyed. Life goes on, I suppose.",Happy
"Right now, I just sat in the dark, too sad to move or do anything. I don't know what to do.",Sad
The loneliness after work is something I wasn't prepared for. It's just too much.,Sad
"I need to vent — I'm so frustrated with the conference, it makes my blood boil. I needed to get that off my chest.",Anger
I am profoundly enraged.,Anger
I am overjoyed.,Happy
"Thinking about it now, The world feels grey and meaningless since the exam. I needed to get that off my chest.",Sad
My patience has completely run out with this the situation. And that's just how it is.,Anger
I am not happy.,Sad
The way my teammate handled the decision was completely unacceptable. It's just too much.,Anger
"I have to say, I made a list of things I need to get done this week. It is what it is.",Normal
"Right now, My anger is completely justified given what my colleague did. I don't know what to do.",Anger
"Somehow, We had a standard team meeting to go over the week's tasks. I'll figure it out.",Normal
"At this point, I feel like I'm drowning in sorrow and can't find the surface. I'll figure it out.",Sad
"I have to say, This is absolutely unacceptable, I'm so furious right now. Just needed to share this.",Anger
No one told me but my coworker surprised me today and I couldn't stop smiling all day. It's just too much.,Happy
"I have to say, I woke up at my usual time and started the day normally.",Normal
I am overwhelmingly angry.,Anger
"Honestly, The loneliness after school is something I wasn't prepared for. Life goes on, I suppose.",Sad
"Thinking about it now, I cried myself to sleep again last night because of the presentation. I'll figure it out.",Sad
"Somehow, Today marks the happiest day of my life because of the results. I'll figure it out.",Happy
I feel so-so.,Normal
"Thinking about it now, The injustice of this the proposal makes me want to scream. I needed to get that off my chest.",Anger
I feel nothing special.,Normal
I just realized my mentor sent a routine update and I acknowledged it. It is what it is.,Normal
"I have to say, I reviewed some documents and provided my standard feedback. Life goes on, I suppose.",Normal
"Honestly, The joy I feel from the deadline is something I'll never forget. It is what it is.",Happy
"At this point, Things at the event have been going pretty smoothly lately.",Normal
"Thinking about it now, I read a book for a bit before going to bed last night.",Normal
"At this point, I reviewed some documents and provided my standard feedback. I needed to get that off my chest.",Normal
I am completely balanced.,Normal
"At this point, I've been grieving this loss for weeks and it hasn't gotten easier. I'll figure it out.",Sad
I feel numb.,Sad
I always knew that my coworker is no longer here and I miss them so much. I'll figure it out.,Sad
That was the most terrible thing the doctor could have ever done. I don't know what to do.,Anger
"Looking back, I've been crying all day thinking about the decision.",Sad
I am just being.,Normal
"Honestly, I danced around the room when I heard the amazing news. Just needed to share this.",Happy
I feel no joy.,Sad
I always knew that I feel like a part of me died when the decision happened. I'm still processing everything.,Sad
I need to vent — my coworker left without saying goodbye and it broke me.,Sad
"At this point, I've been crying all day thinking about the results. It's just too much.",Sad
I need to vent — I've been crying all day thinking about the game. I'm still processing everything.,Sad
Why do I feel nothing?,Normal
I am not upset.,Normal
"Right now, The loneliness after the interview is something I wasn't prepared for. It's just too much.",Sad
"Somehow, my mentor surprised me today and I couldn't stop smiling all day. I'll figure it out.",Happy
I need to vent — I'm done tolerating this kind of behavior from my teacher. Just needed to share this.,Anger
"Right now, I danced around the room when I heard the amazing news. I'll figure it out.",Happy
"At this point, That meeting was a complete waste of time, I'm so irritated. I'm still processing everything.",Anger
"At this point, I feel so lucky to experience this kind of happiness right now. I'm still processing everything.",Happy
"Right now, I wish I could turn back time and prevent the proposal from happening. I needed to get that off my chest.",Sad
"To be honest, I reminded my partner about the appointment scheduled for Friday. Life goes on, I suppose.",Normal
I always knew that Seeing my mentor's belongings just makes the sadness worse.,Sad
Losing the manager has left a hole in my heart that won't heal. I'm still processing everything.,Sad
I just realized Everything reminds me of she and the pain comes flooding back.,Sad
"Somehow, I went for a walk in the evening to clear my head a bit. I needed to get that off my chest.",Normal
"my teacher really crossed the line this time, I'm livid. Just needed to share this.",Anger
I am insanely mad.,Anger
"Honestly, This the interview has pushed me past my breaking point. I needed to get that off my chest.",Anger
"At this point, I can't stop the tears whenever I think about school. And that's just how it is.",Sad
I am deeply content.,Happy
"Looking back, she sent a routine update and I acknowledged it. I'll figure it out.",Normal
"Honestly, she really crossed the line this time, I'm livid. Just needed to share this.",Anger
"Honestly, I slammed the door so hard when my partner said that ridiculous thing.",Anger
"Thinking about it now, I want to bottle this feeling and keep it with me forever. It is what it is.",Happy
I always knew that I feel content and at peace with where my life is right now.,Happy
"To be honest, My patience has completely run out with this the process.",Anger
"Honestly, Things at the conference have been going pretty smoothly lately. I'm still processing everything.",Normal
I am just doing my thing.,Normal
"Honestly, I grabbed lunch and worked through some pending items. And that's just how it is.",Normal
I am average today.,Normal
"Somehow, I shared the good news with the manager and we celebrated together. Just needed to share this.",Happy
"I'm so frustrated with the results, it makes my blood boil. I needed to get that off my chest.",Anger
I always knew that I made some coffee and started going through my emails. I don't know what to do.,Normal
I feel fine today.,Normal
"To be honest, I feel so empty and hollow inside after what happened. I don't know what to do.",Sad
I am excited.,Happy
I always knew that The world feels grey and meaningless since the competition. It is what it is.,Sad
"I have to say, they sent a routine update and I acknowledged it. It's just too much.",Normal
I keep grinning to myself thinking about how well the proposal went. I'll figure it out.,Happy
"I'm so happy I feel like I could burst, this is incredible!",Happy
I feel pure happiness.,Happy
"Right now, my brother surprised me today and I couldn't stop smiling all day. Just needed to share this.",Happy
"Right now, I read a book for a bit before going to bed last night.",Normal
"That meeting was a complete waste of time, I'm so irritated.",Anger
I always knew that I feel so empty and hollow inside after what happened. I don't know what to do.,Sad
Nothing feels the same since the process occurred. Just needed to share this.,Sad
I am laughing.,Happy
"Thinking about it now, Every single day it's the same selfish behavior from my coworker.",Anger
"Thinking about it now, Every time I think about what happened, I get even more angry. Life goes on, I suppose.",Anger
"I just realized I keep grinning to myself thinking about how well the deadline went. Life goes on, I suppose.",Happy
"To be honest, the manager really crossed the line this time, I'm livid. Just needed to share this.",Anger
I am filled with sadness.,Sad
I am managing okay.,Normal
"Looking back, Seeing the doctor's belongings just makes the sadness worse. It's just too much.",Sad
"Looking back, my brother really crossed the line this time, I'm livid. I'll figure it out.",Anger
I feel positive.,Happy
"I have to say, I can't forgive the manager for what they did to the trip. I needed to get that off my chest.",Anger
"Right now, I don't feel like eating or talking to anyone right now.",Sad
The smile on my face hasn't faded since school happened. It is what it is.,Happy
"Right now, my mentor is no longer here and I miss them so much. It's just too much.",Sad
I feel regular.,Normal
"At this point, my coworker called me this afternoon and we talked for a while. I'm still processing everything.",Normal
"Right now, I can't stop the tears whenever I think about the trip. I'll figure it out.",Sad
"At this point, Some days the sadness is so heavy it's hard to breathe.",Sad
I am overwhelmingly happy.,Happy
"I slammed the door so hard when my brother said that ridiculous thing. Life goes on, I suppose.",Anger
I am insanely mad.,Anger
"Looking back, I woke up at my usual time and started the day normally. And that's just how it is.",Normal
"Somehow, I can't believe my partner did that to me, it's completely selfish!",Anger
I am not joyful.,Sad
"Thinking about it now, Getting the office was a dream come true, I'm overjoyed. It is what it is.",Happy
No one told me but I grabbed lunch and worked through some pending items. I'm still processing everything.,Normal
"Honestly, This the competition has pushed me past my breaking point. I'm still processing everything.",Anger
I feel so grateful and blessed to have the doctor in my life.,Happy
"Honestly, I miss the way things used to be before all of this happened. And that's just how it is.",Sad
The silence in the house since school is unbearable.,Sad
I am not excited.,Normal
"To be honest, I want to bottle this feeling and keep it with me forever. I'll figure it out.",Happy
"I always knew that my roommate surprised me today and I couldn't stop smiling all day. Life goes on, I suppose.",Happy
"Getting the process was a dream come true, I'm overjoyed. I'll figure it out.",Happy
"I always knew that My patience has completely run out with this the project. Life goes on, I suppose.",Anger
"Somehow, I'm beaming with pride over what I accomplished with work. It is what it is.",Happy
No one told me but I've been crying all day thinking about work. I'll figure it out.,Sad
I am on cloud nine.,Happy
"I have to say, That meeting was a complete waste of time, I'm so irritated. It's just too much.",Anger
I am not joyful.,Sad
"I have to say, The grief I feel from the decision is overwhelming me. It is what it is.",Sad
I am in a great mood.,Happy
"No one told me but Getting the event was a dream come true, I'm overjoyed. I needed to get that off my chest.",Happy
I am completely balanced.,Normal
"I have to say, The commute was about the same as usual today.",Normal
"I need to vent — I'm so frustrated with the process, it makes my blood boil. Just needed to share this.",Anger
I just realized I stared at old photos of my colleague and just wept. I don't know what to do.,Sad
"Looking back, I can't stand how he always acts so horrible. And that's just how it is.",Anger
I got the the event I've been working towards and I'm ecstatic! I don't know what to do.,Happy
"Thinking about it now, Nothing out of the ordinary happened today, just regular tasks. I'm still processing everything.",Normal
"Thinking about it now, I keep grinning to myself thinking about how well the competition went. I'm still processing everything.",Happy
"I just realized Today was such a wonderful day, everything went perfectly. I don't know what to do.",Happy
"Getting the game was a dream come true, I'm overjoyed. And that's just how it is.",Happy
"To be honest, The way my friend handled the decision was completely unacceptable.",Anger
"At this point, Everything reminds me of the doctor and the pain comes flooding back. It is what it is.",Sad
I am truly furious.,Anger
I reviewed some documents and provided my standard feedback. It's just too much.,Normal
I just realized I'm beaming with pride over what I accomplished with the situation. I needed to get that off my chest.,Happy
I woke up at my usual time and started the day normally. Just needed to share this.,Normal
my roommate was my whole world and now I don't know who I am.,Sad
"Honestly, I hugged my coworker tight and felt so much love and warmth. And that's just how it is.",Happy
"Honestly, I'm so angry I can barely think straight right now.",Anger
"Honestly, This the results has pushed me past my breaking point. It is what it is.",Anger
"At this point, This school has pushed me past my breaking point. It is what it is.",Anger
"Honestly, I feel like a part of me died when the presentation happened. It is what it is.",Sad
My patience has completely run out with this the presentation. Just needed to share this.,Anger
I need to vent — My patience has completely run out with this the results.,Anger
"Honestly, I talked briefly with my teacher about the upcoming plans. It's just too much.",Normal
"Thinking about it now, There wasn't much happening today, just the usual routine.",Normal
"Looking back, Every time I think about what happened, I get even more angry. Just needed to share this.",Anger
"At this point, This the deadline has pushed me past my breaking point. It is what it is.",Anger
I just realized Seeing they's belongings just makes the sadness worse. And that's just how it is.,Sad
I am incredibly sad.,Sad
"I need to vent — That meeting was a complete waste of time, I'm so irritated. I don't know what to do.",Anger
I always knew that I feel so grateful and blessed to have my coworker in my life.,Happy
"Right now, Everything is falling into place and I couldn't be more grateful. Just needed to share this.",Happy
We had a standard team meeting to go over the week's tasks. I needed to get that off my chest.,Normal
"At this point, my coworker is no longer here and I miss them so much. It's just too much.",Sad
I just realized The silence in the house since the meeting is unbearable. I needed to get that off my chest.,Sad
"I have to say, I keep grinning to myself thinking about how well work went.",Happy
Life feels so beautiful and full of possibilities right now. Just needed to share this.,Happy
"To be honest, I went to the store today to pick up a few things we needed. And that's just how it is.",Normal
I just realized The day ended without any major issues or surprises. I'm still processing everything.,Normal
"Looking back, I'm absolutely thrilled about the competition, it's the best news ever! I needed to get that off my chest.",Happy
"Honestly, I feel utterly alone and abandoned by everyone around me.",Sad
I am completely balanced.,Normal
"To be honest, the manager called me this afternoon and we talked for a while.",Normal
"At this point, I feel content and at peace with where my life is right now. I'm still processing everything.",Happy
"Right now, I grabbed lunch and worked through some pending items.",Normal
"To be honest, I feel so grateful and blessed to have my teammate in my life. It's just too much.",Happy
I made a list of things I need to get done this week. I'll figure it out.,Normal
I feel pure happiness.,Happy
I just realized The sheer nerve of my teammate to do that after everything I've done. I'm still processing everything.,Anger
No one told me but the manager is no longer here and I miss them so much.,Sad
I am lonely.,Sad
"To be honest, I went to the store today to pick up a few things we needed. I'll figure it out.",Normal
We had a standard team meeting to go over the week's tasks. And that's just how it is.,Normal
Why am I feeling so neutral?,Normal
I am absolutely fine.,Normal
"Somehow, My heart aches deeply and I don't know how to stop the pain.",Sad
I threw the papers across the room when I heard the news. I'll figure it out.,Anger
"I have to say, I shared the good news with my mother and we celebrated together.",Happy
"Right now, I shared the good news with my mother and we celebrated together. And that's just how it is.",Happy
"I need to vent — Seeing my teammate's belongings just makes the sadness worse. Life goes on, I suppose.",Sad
I always knew that Losing my coworker has left a hole in my heart that won't heal. It is what it is.,Sad
I feel so grateful and blessed to have my partner in my life. I don't know what to do.,Happy
"To be honest, I feel utterly alone and abandoned by everyone around me. It's just too much.",Sad
"I have to say, I reminded she about the appointment scheduled for Friday. And that's just how it is.",Normal
"Thinking about it now, The sheer nerve of my brother to do that after everything I've done.",Anger
No one told me but We had a standard team meeting to go over the week's tasks. Just needed to share this.,Normal
Everything is falling into place and I couldn't be more grateful. I needed to get that off my chest.,Happy
"Looking back, I wish I could turn back time and prevent the competition from happening. I'm still processing everything.",Sad
No one told me but she called me this afternoon and we talked for a while. I needed to get that off my chest.,Normal
No one told me but The grief I feel from the situation is overwhelming me. I needed to get that off my chest.,Sad
I am alright.,Normal
Why am I feeling so neutral?,Normal
I woke up at my usual time and started the day normally. Just needed to share this.,Normal
No one told me but I wish I could turn back time and prevent the process from happening.,Sad
"Thinking about it now, I'm not overreacting, my mother genuinely behaved terrible. I needed to get that off my chest.",Anger
I made some coffee and started going through my emails. I'll figure it out.,Normal
"Somehow, Today reminded me how much beauty there is in everyday moments. It is what it is.",Happy
"Looking back, My heart is full of joy after what happened with the situation. I don't know what to do.",Happy
"To be honest, I'm so frustrated with the trip, it makes my blood boil. I don't know what to do.",Anger
I miss the way things used to be before all of this happened. I don't know what to do.,Sad
I am not upset.,Normal
I am full of joy.,Happy
"Right now, My anger is completely justified given what my roommate did. I'll figure it out.",Anger
"Honestly, I went to the store today to pick up a few things we needed. It's just too much.",Normal
"Looking back, The day was uneventful but productive enough overall. I'll figure it out.",Normal
"At this point, Getting the situation was a dream come true, I'm overjoyed. I don't know what to do.",Happy
"To be honest, My eyes are swollen from all the crying I've done this week. I'll figure it out.",Sad
"Thinking about it now, I can't forgive he for what they did to the game.",Anger
Why does everything feel hopeless?,Sad
"At this point, I can't stop the tears whenever I think about the meeting. I'm still processing everything.",Sad
I hate everything right now.,Anger
"There wasn't much happening today, just the usual routine. And that's just how it is.",Normal
"Looking back, I made a list of things I need to get done this week.",Normal
"Looking back, This whole the deadline is a disaster and I'm absolutely fuming. I needed to get that off my chest.",Anger
"I need to vent — How dare my teacher treat me this way, I'm beyond angry. I'll figure it out.",Anger
I am stable.,Normal
"I'm so angry I can barely think straight right now. Life goes on, I suppose.",Anger
"I have to say, The commute was about the same as usual today.",Normal
My anger is completely justified given what my brother did. It's just too much.,Anger
I need to vent — Today reminded me how much beauty there is in everyday moments. I needed to get that off my chest.,Happy
"I have to say, I'm so happy I feel like I could burst, this is incredible! It is what it is.",Happy
"At this point, I miss the way things used to be before all of this happened. I needed to get that off my chest.",Sad
I keep grinning to myself thinking about how well the deadline went.,Happy
"Thinking about it now, I miss the way things used to be before all of this happened. It's just too much.",Sad
I am grieving.,Sad
I reminded she about the appointment scheduled for Friday.,Normal
"Looking back, my teacher made me laugh so hard today, I love spending time together.",Happy
I always knew that I feel like I'm drowning in sorrow and can't find the surface. It is what it is.,Sad
"I just realized How dare my mother treat me this way, I'm beyond angry. Life goes on, I suppose.",Anger
"To be honest, Today was such a wonderful day, everything went perfectly. I needed to get that off my chest.",Happy
"Somehow, Nothing feels the same since the proposal occurred.",Sad
"Looking back, Every time I think about what happened, I get even more angry. And that's just how it is.",Anger
"At this point, I took the usual route to the meeting this morning. It's just too much.",Normal
No one told me but I'm so angry I can barely think straight right now.,Anger
"To be honest, Every single day it's the same unfair behavior from the manager. I don't know what to do.",Anger
"To be honest, I slammed the door so hard when my roommate said that ridiculous thing.",Anger
I don't feel like eating or talking to anyone right now.,Sad
I always knew that The day was uneventful but productive enough overall. I don't know what to do.,Normal
I am not feeling too much.,Normal
I feel fantastic.,Happy
I just realized The silence in the house since the meeting is unbearable. I don't know what to do.,Sad
I can't forgive my roommate for what they did to the results. It is what it is.,Anger
"Somehow, My patience has completely run out with this the decision. I needed to get that off my chest.",Anger
I always knew that The unexpected kindness from my coworker made my entire week. Just needed to share this.,Happy
I feel fantastic.,Happy
I danced around the room when I heard the amazing news. And that's just how it is.,Happy
I am radiating happiness.,Happy
"Looking back, I talked briefly with my neighbor about the upcoming plans. I'll figure it out.",Normal
"I have to say, my sister told me they love me and I felt like I was floating. I'll figure it out.",Happy
I threw the papers across the room when I heard the news. I'll figure it out.,Anger
I am overjoyed.,Happy
"Right now, I grabbed lunch and worked through some pending items. It is what it is.",Normal
"Somehow, My anger is completely justified given what my teammate did. Life goes on, I suppose.",Anger
No one told me but Some days the sadness is so heavy it's hard to breathe. It's just too much.,Sad
I replied to some messages and scheduled a few meetings. Just needed to share this.,Normal
I am intensely angry.,Anger
I am incredibly joyful.,Happy
I am not hopeless.,Normal
"Somehow, How dare my sister treat me this way, I'm beyond angry. And that's just how it is.",Anger
I am absolutely livid.,Anger
"At this point, my neighbor made me laugh so hard today, I love spending time together. It is what it is.",Happy
No one told me but my sister sent a routine update and I acknowledged it. It is what it is.,Normal
I am boiling inside.,Anger
I can barely smile.,Sad
"Thinking about it now, Some days the sadness is so heavy it's hard to breathe. I don't know what to do.",Sad
I am not really angry.,Normal
I always knew that The world feels grey and meaningless since the situation. I needed to get that off my chest.,Sad
I wish I could turn back time and prevent the competition from happening. It is what it is.,Sad
I reminded my colleague about the appointment scheduled for Friday. I needed to get that off my chest.,Normal
my mother sent a routine update and I acknowledged it. I needed to get that off my chest.,Normal
"Somehow, my mentor called me this afternoon and we talked for a while. I'm still processing everything.",Normal
No one told me but my mentor sent a routine update and I acknowledged it. It is what it is.,Normal
"Somehow, I'm beaming with pride over what I accomplished with the situation. And that's just how it is.",Happy
I am just alright.,Normal
I feel so empty and hollow inside after what happened. And that's just how it is.,Sad
"No one told me but There wasn't much happening today, just the usual routine. Life goes on, I suppose.",Normal
"Looking back, my roommate sent a routine update and I acknowledged it. Just needed to share this.",Normal
"Thinking about it now, my teacher mentioned they might drop by later this week. It's just too much.",Normal
I need to vent — I feel hopeless and don't know how things will ever get better. I'll figure it out.,Sad
I am feeling very angry today.,Anger
I need to vent — I stared at old photos of my partner and just wept. And that's just how it is.,Sad
I feel so sad today.,Sad
I need to vent — Every little thing today felt magical and full of possibility. Just needed to share this.,Happy
I feel so grateful and blessed to have my coworker in my life.,Happy
The day ended without any major issues or surprises. It is what it is.,Normal
"Honestly, That meeting was a complete waste of time, I'm so irritated.",Anger
I am steady as always.,Normal
I always knew that Waking up this morning I felt pure joy for the first time in ages. I'm still processing everything.,Happy
"my friend really crossed the line this time, I'm livid. Life goes on, I suppose.",Anger
This is infuriating.,Anger
I am feeling alright.,Normal
"Thinking about it now, The loneliness after the office is something I wasn't prepared for. It's just too much.",Sad
I feel indifferent.,Normal
I feel so helpless.,Sad
"Right now, I yelled because I couldn't contain my frustration anymore. Life goes on, I suppose.",Anger
I need to vent — I got the the exam I've been working towards and I'm ecstatic! I needed to get that off my chest.,Happy
I need to vent — I can't forgive my partner for what they did to the outcome. I'll figure it out.,Anger
Life is beautiful.,Happy
I am alright.,Normal
No one told me but The sheer nerve of he to do that after everything I've done. I needed to get that off my chest.,Anger
"Somehow, This is absolutely maddening, I'm so furious right now. I don't know what to do.",Anger
"I can't believe my mother did that to me, it's completely disrespectful! It is what it is.",Anger
"At this point, I feel content and at peace with where my life is right now. And that's just how it is.",Happy
I am incredibly joyful.,Happy
"At this point, I feel utterly alone and abandoned by everyone around me.",Sad
I am not really angry.,Normal
"Somehow, I feel utterly alone and abandoned by everyone around me. I needed to get that off my chest.",Sad
"To be honest, This whole the meeting is a disaster and I'm absolutely fuming.",Anger
"At this point, I updated my schedule and moved a few tasks around. It is what it is.",Normal
"At this point, I'm absolutely thrilled about the results, it's the best news ever!",Happy
"At this point, I am absolutely seething at what the manager just did. And that's just how it is.",Anger
"To be honest, Seeing she's belongings just makes the sadness worse. I'll figure it out.",Sad
"Honestly, The day was uneventful but productive enough overall. I don't know what to do.",Normal
Life is beautiful.,Happy
I feel unremarkable.,Normal
I always knew that I replied to some messages and scheduled a few meetings.,Normal
No one told me but My eyes are swollen from all the crying I've done this week. It is what it is.,Sad
I always knew that I feel like I'm drowning in sorrow and can't find the surface. It's just too much.,Sad
I always knew that I feel like a part of me died when the trip happened. I needed to get that off my chest.,Sad
"Looking back, The way my teammate handled the situation was completely unacceptable.",Anger
"I have to say, The afternoon was quiet and I got some reading done.",Normal
The grief I feel from the conference is overwhelming me. It's just too much.,Sad
I feel light.,Happy
I am very pleased.,Happy
I am absolutely fine.,Normal
I just realized I stared at old photos of they and just wept. And that's just how it is.,Sad
I am not okay.,Sad
"I always knew that My heart aches deeply and I don't know how to stop the pain. Life goes on, I suppose.",Sad
"I have to say, I feel like a part of me died when work happened. Life goes on, I suppose.",Sad
"Honestly, The loneliness after the outcome is something I wasn't prepared for. Life goes on, I suppose.",Sad
"Honestly, I'm so angry I can barely think straight right now.",Anger
"I need to vent — I'm so frustrated with the exam, it makes my blood boil. I'll figure it out.",Anger
I always knew that my teammate told me they love me and I felt like I was floating. I'm still processing everything.,Happy
"At this point, Every single day it's the same horrible behavior from they.",Anger
"Honestly, he is no longer here and I miss them so much.",Sad
"Right now, I feel so grateful and blessed to have my sister in my life. And that's just how it is.",Happy
I am not sad.,Happy
"Thinking about it now, Everything reminds me of my teammate and the pain comes flooding back.",Sad
"Honestly, Nothing out of the ordinary happened today, just regular tasks. I'll figure it out.",Normal
I am steady as always.,Normal
"Looking back, I cried myself to sleep again last night because of the process. And that's just how it is.",Sad
I am laughing.,Happy
"To be honest, I checked in with my partner and everything seems to be in order. It is what it is.",Normal
"To be honest, I feel hopeless and don't know how things will ever get better.",Sad
"I have to say, I woke up at my usual time and started the day normally. I don't know what to do.",Normal
"Looking back, I am absolutely seething at what the doctor just did. It's just too much.",Anger
I went to the store today to pick up a few things we needed. I don't know what to do.,Normal
"Right now, We had a standard team meeting to go over the week's tasks.",Normal
"I have to say, I feel so lucky to experience this kind of happiness right now.",Happy
"To be honest, I wish I could turn back time and prevent work from happening. I'll figure it out.",Sad
"Thinking about it now, The afternoon was quiet and I got some reading done.",Normal
"Somehow, The day was uneventful but productive enough overall. It is what it is.",Normal
I am feeling like myself.,Normal
"Somehow, My heart is full of joy after what happened with the game. I don't know what to do.",Happy
"my colleague really crossed the line this time, I'm livid. It is what it is.",Anger
I am overwhelmingly happy.,Happy
"I have to say, I feel hopeless and don't know how things will ever get better. It is what it is.",Sad
I just realized I feel so grateful and blessed to have my colleague in my life.,Happy
"Thinking about it now, I got the the event I've been working towards and I'm ecstatic!",Happy
Why does today feel so ordinary?,Normal
"Somehow, I laughed until my stomach hurt with my sister today. I'll figure it out.",Happy
I always knew that I feel content and at peace with where my life is right now. I'll figure it out.,Happy
"At this point, the proposal turned out even better than I ever imagined it would.",Happy
I am absolutely happy.,Happy
I am fed up.,Anger
Losing my boss has left a hole in my heart that won't heal.,Sad
The day was uneventful but productive enough overall. It's just too much.,Normal
I am not crying.,Normal
The smile on my face hasn't faded since the trip happened. Just needed to share this.,Happy
"At this point, The project at school is moving along at a steady pace.",Normal
I feel numb.,Sad
I always knew that Everything is falling into place and I couldn't be more grateful.,Happy
"No one told me but the doctor really crossed the line this time, I'm livid. I needed to get that off my chest.",Anger
I am managing okay.,Normal
"Somehow, Every little thing today felt magical and full of possibility.",Happy
