text,emotion
"To be real, I stormed out of the office yesterday out of pure rage. I needed to say that.",Anger
"Right now, The way management treats employees here is infuriating. It's too much.",Anger
"Truthfully, I smile when I need to but inside I'm completely hollow. It's really hard.",Sad
She cried quietly so nobody would notice. It's really hard.,Sad
"Honestly, I stormed out of the office yesterday out of pure rage. I just can't take it.",Anger
"Right now, I train every new hire but I'm still at entry level pay.",Anger
"Right now, I still set two cups of coffee out of habit and then I remember. I don't know what to do.",Sad
I updated the project tracker and sent the status report.,Normal
"Right now, Everything was as expected from the moment I woke up. Onwards.",Normal
"To be real, Oh fantastic, they cancelled again. What a surprise. I needed to say that.",Anger
I journaled a little and then fell asleep.,Normal
Seething inside. I just can't take it.,Anger
I was so angry yesterday I couldn't think straight. I needed to say that.,Anger
"At this point, My raise request was denied without any explanation.",Anger
"Truly, Overwhelming joy. I needed this.",Happy
"The exam is next week, I'm preparing steadily.",Normal
"I have to say, You made me the happiest person alive today. I'm so grateful.",Happy
Life carried on at its usual unremarkable pace today. Nothing more to add.,Normal
"Right now, The world felt steady and ordinary and I was okay with that. Nothing more to add.",Normal
They jumped up and down when they heard the news.,Happy
"All in all, I made tea and read a book before going to bed. All good.",Normal
"Honestly, I feel like I'm walking on sunshine. Best feeling ever.",Happy
"All in all, Nothing unusual.",Normal
"Genuinely, I told my family I loved them and the moment felt so full. Best feeling ever.",Happy
I'm just... really frustrated.,Anger
"Honestly, Aaj bahut acha din tha, I'm genuinely happy. Best feeling ever.",Happy
"Honestly, Yaar I'm so angry right now, bilkul bhi theek nahi.",Anger
"Truthfully, It's just... a lot right now. I'll get through it.",Sad
"Overall, Nothing unusual. Just another day.",Normal
This surprise made my entire year.,Happy
"To be real, I feel like a burden even when people say I'm not. I just needed to say that.",Sad
"For now, It was neither a good day nor a bad day — just a day. Onwards.",Normal
"To be real, I haven't wanted to get out of bed in over a week. I don't know what to do.",Sad
Nice of them to finally show up after everything. Period.,Anger
You believed in me when I didn't believe in myself.,Happy
My friend burst into happy tears at the announcement. I'll remember this.,Happy
You never listen and it makes me furious.,Anger
"Honestly, I love being the last to know everything. I needed to say that.",Anger
"Genuinely, I have more than I need and I never want to forget that. I'll remember this.",Happy
Uneventful day — and I'm at peace with that.,Normal
White hot anger.,Anger
"Truly, Great, so my feelings don't matter. Got it. I needed to say that.",Anger
"I have to say, I feel like I'm carrying a thousand bricks on my chest. I needed to get that out.",Sad
Hollow inside. It's really hard.,Sad
"Truly, He beamed with pride when he crossed the finish line.",Happy
"Journal entry: routine stuff. Work, food, sleep. All good.",Normal
"I'm not gonna lie, Very happy. Best feeling ever.",Happy
"Honestly, He was too angry to even look at them. Enough is enough.",Anger
I just... I'm so happy I don't know what to say. I'll remember this.,Happy
"I mean, You always manage to ruin everything. I just can't take it.",Anger
"Today, I was completely blindsided by this good news. I'll remember this.",Happy
"Honestly, Sab theek hai, just a normal day yaar. Onwards.",Normal
"If I'm being honest, Some days I wake up and the day already feels too long. I needed to get that out.",Sad
"I mean, I shook with rage when I heard what they said about me. I needed to say that.",Anger
"Generally speaking, Uneventful day — and I'm at peace with that. All good.",Normal
"All in all, I went to class, took notes, came home and studied. All good.",Normal
"Overall, I studied for a couple of hours and then took a break.",Normal
"Truly, Must be nice to just not care about anyone. Enough is enough.",Anger
"Genuinely, I am SO HAPPY! I'll remember this.",Happy
"Right now, I feel like... I don't even know how to explain it.",Normal
"Lecture was okay, not too long, nothing new. That's about it.",Normal
"Overall, The exam is next week, I'm preparing steadily. All good.",Normal
"Overall, Perfectly fine. Just another day.",Normal
"Right now, I answered emails for most of the morning. That's about it.",Normal
"Honestly, Happy. Free. Grateful. I'll remember this.",Happy
"I mean, I am SO angry right now! It's too much.",Anger
"For now, I logged off at five and didn't think about work again. Nothing more to add.",Normal
Wow. Just absolutely wow. I have no words.,Anger
"Truthfully, Missing them so much, bahut yaad aa rahi hai. I just needed to say that.",Sad
"I have to say, He slammed the door so hard the walls shook. I needed to say that.",Anger
"Today, I just... I'm so happy I don't know what to say. I needed this.",Happy
"Right now, Today was amazing yaar, dil khush ho gaya.",Happy
Beyond mad.,Anger
"Honestly, I'm just... really frustrated.",Anger
The best things happen when you least expect them.,Happy
"At this point, Great, so my feelings don't matter. Got it. Enough is enough.",Anger
"If I'm being honest, I miss who I was before life got this complicated.",Sad
"Right now, Wow, okay. Just wow. Period.",Anger
"Right now, I'm so done yaar, itna gussa aa raha hai. I just can't take it.",Anger
"I have to say, Incredibly happy. Best feeling ever.",Happy
"If I'm being honest, I can't even... I'm just so sad. I don't know what to do.",Sad
"I have to say, You made me the happiest person alive today. I needed this.",Happy
"Truly, I was fuming the entire drive home.",Anger
"Truly, My heart is SO full right now! Best feeling ever.",Happy
"I have to say, She was glowing from the moment she walked in. Best feeling ever.",Happy
He was too angry to even look at them.,Anger
"Today, I finished what I started and I feel incredible.",Happy
The hardest part of losing someone is the ordinary moments.,Sad
"At this point, I'm just... really frustrated. I just can't take it.",Anger
"Truly, I'm writing this because I'm too angry to sleep right now. I'm done.",Anger
"Right now, I genuinely did not expect today to go this well. Life is good.",Happy
Broken. Empty. Lost.,Sad
"I mean, I cannot BELIEVE this happened! Enough is enough.",Anger
"I have to say, Done. Finished. Furious. I needed to say that.",Anger
My sister has been isolating herself and I'm concerned.,Sad
I smile when I need to but inside I'm completely hollow. I just needed to say that.,Sad
"Honestly, I scrolled through my phone for a bit and then called it a night. Onwards.",Normal
"Lately, The sadness sits on my chest like a stone.",Sad
"I made dinner, cleaned up, and relaxed before bed.",Normal
"I'm not gonna lie, The best things happen when you least expect them.",Happy
"Bahut khush hoon aaj, life is so good! I'm so grateful.",Happy
"Genuinely, I didn't even dare hope for this and now it's real. I needed this.",Happy
"Honestly, Grief is strange — it comes in waves I can never predict. It's really hard.",Sad
"All in all, I'm a ship sailing in calm, boring seas today.",Normal
"Honestly, I did something today that I once thought was impossible. Best feeling ever.",Happy
"To be real, My manager took my idea and presented it as his own. I just can't take it.",Anger
"Honestly, Wow, okay. Just wow. I needed to say that.",Anger
"Lately, I feel... I don't know... kind of empty? I'll get through it.",Sad
"Lately, I can't explain why I'm sad — I just am.",Sad
Someone cut me off on the highway and I almost lost it.,Anger
"Right now, I felt a fire inside me I could not put out. I needed to say that.",Anger
"At this point, I deleted the message out of anger without thinking.",Anger
"If I'm being honest, Grief is strange — it comes in waves I can never predict. I'll get through it.",Sad
I was seething through the entire dinner.,Anger
"At this point, I am SO angry right now! I needed to say that.",Anger
"I mean, You made me so angry, I can't even look at you right now. Enough is enough.",Anger
"I'm not gonna lie, This came out of nowhere and I couldn't be more grateful. I'm so grateful.",Happy
"Truthfully, I keep hoping tomorrow will feel different but it never does.",Sad
Everything was where it was supposed to be.,Normal
Totally fine. Everything is completely fine. Sure.,Anger
"I have to say, I'm THRILLED beyond words! Best feeling ever.",Happy
"Right now, She was absolutely furious when she found out.",Anger
"Today, I never saw this coming and now I can't stop smiling. I'm so grateful.",Happy
I screamed into my pillow because I was so angry. I just can't take it.,Anger
"Generally speaking, It's just another day, you know... nothing special. Onwards.",Normal
"I'm not gonna lie, I was having a bad week and this completely turned it around.",Happy
I've been overlooked for six promotions and I'm done being quiet. It's too much.,Anger
"Aaj ka din bilkul normal tha, nothing special.",Normal
"I mean, You made me so angry, I can't even look at you right now. I needed to say that.",Anger
"Everything is just... fine, I guess. All good.",Normal
They raised their voice without meaning to.,Anger
"All in all, Just okay.",Normal
"Right now, Completely devastated. I needed to get that out.",Sad
"At this point, I've been overlooked for six promotions and I'm done being quiet.",Anger
"Lately, I miss the person I was before the hard things happened. It's really hard.",Sad
She stormed out without saying a word. Enough is enough.,Anger
"To be real, I can't even... I'm just so sad. I'll get through it.",Sad
"All in all, I onboarded a new team member today, pretty standard. Onwards.",Normal
I had lunch at my desk and worked through my checklist. All good.,Normal
"The sprint planning took an hour, nothing unusual. Just another day.",Normal
I miss the feeling of looking forward to things.,Sad
I scrolled through my phone for a bit and then called it a night.,Normal
"If I'm being honest, It's just... a lot right now. It's really hard.",Sad
"Right now, She said goodbye with a sadness that lingered.",Sad
"Truly, You made me so angry, I can't even look at you right now. It's too much.",Anger
"Truly, I looked in the mirror today and felt genuinely proud.",Happy
"Right now, I look at old photos and mourn the happiness I didn't know I had. I'll get through it.",Sad
She was glowing from the moment she walked in.,Happy
She laughed so hard she had tears streaming down her face. I'll remember this.,Happy
I feel like I'm watching my life from behind glass. I don't know what to do.,Sad
"Genuinely, He couldn't stop smiling all through dinner. I'm so grateful.",Happy
"Honestly, I CAN'T stop crying!",Sad
The world felt steady and ordinary and I was okay with that.,Normal
He said he was fine but his eyes told a different story.,Sad
I stopped doing the things I used to love and I don't know why.,Sad
"I have to say, Everything takes twice the effort it used to.",Sad
"If I'm being honest, I feel disconnected from everything and everyone.",Sad
"For now, Everything was where it was supposed to be.",Normal
"Genuinely, She laughed so hard she had tears streaming down her face. Life is good.",Happy
"Truly, I was told my feedback doesn't matter in this meeting. Enough is enough.",Anger
"I have to say, I keep hoping tomorrow will feel different but it never does.",Sad
"Honestly, I drifted through today like a leaf on still water. Nothing more to add.",Normal
The hours passed at a normal pace with no urgency.,Normal
"Truly, I appreciate every ordinary moment so much more now. Life is good.",Happy
"All in all, The bus came on time and the day began smoothly. Nothing more to add.",Normal
"I mean, Itna gussa aaya mujhe, I couldn't control myself. Enough is enough.",Anger
"All in all, Everything ticked along like clockwork today. All good.",Normal
"Truthfully, Dear diary, I've been crying again and I don't fully know why.",Sad
"Right now, I CAN'T stop crying! It's really hard.",Sad
Hollow inside.,Sad
"I'm not gonna lie, I proved everyone wrong and it feels amazing. I'll remember this.",Happy
"Lately, I feel like I'm watching my life from behind glass. I'll get through it.",Sad
"I have to say, Missing them so much, bahut yaad aa rahi hai. It's really hard.",Sad
"Honestly, I just... I don't know. I'm so angry. I just can't take it.",Anger
I felt grateful for my health today and it made me happy.,Happy
"Right now, Overwhelming joy. I'm so grateful.",Happy
"Truthfully, Really sad.",Sad
"Genuinely, I'm writing this because I want to remember exactly how happy I feel right now. I'm so grateful.",Happy
"Truly, I went in expecting nothing and came out with everything.",Happy
You made me the happiest person alive today.,Happy
"All in all, I answered emails for most of the morning.",Normal
"Truly, I was having a bad week and this completely turned it around. I needed this.",Happy
I got a parking ticket even though I paid for the meter. I needed to say that.,Anger
"Honestly, Happy. Free. Grateful. I'm so grateful.",Happy
I hung up the phone because I was too angry to speak.,Anger
My blood is boiling right now. I just can't take it.,Anger
"Truthfully, They haven't smiled in days and it's worrying. I needed to get that out.",Sad
"I have to say, Today was amazing yaar, dil khush ho gaya.",Happy
"For now, Same as yesterday. Same as tomorrow probably. That's okay. Just another day.",Normal
"If I'm being honest, The grief is a wave that keeps pulling me under. I'll get through it.",Sad
I met with my study group and we covered the chapter. Nothing more to add.,Normal
"Right now, Grief is strange — it comes in waves I can never predict. I needed to get that out.",Sad
"To be real, Today was the day I finally said enough. I was done being patient. Period.",Anger
They haven't smiled in days and it's worrying.,Sad
"Genuinely, Genuinely elated. I needed this.",Happy
I reviewed the pull request and left some comments. Nothing more to add.,Normal
"All in all, Aaj ka din bilkul normal tha, nothing special.",Normal
"Today, He couldn't stop smiling all through dinner. Best feeling ever.",Happy
"At this point, I am SO DONE! I just can't take it.",Anger
"Today, She laughed so hard she had tears streaming down her face. I needed this.",Happy
My heart is SO full right now!,Happy
"Right now, I kept going when everything said stop and I'm so glad I did.",Happy
Journal entry: today was hard. Really hard. I'll get through it.,Sad
"Generally speaking, I took a shower and went to bed at a normal time. Nothing more to add.",Normal
"I mean, The way management treats employees here is infuriating. Enough is enough.",Anger
"Today, My colleague was practically floating after getting the promotion. I needed this.",Happy
"I have to say, I have more than I need and I never want to forget that. Best feeling ever.",Happy
"Truthfully, They went very quiet after they heard the news.",Sad
"At this point, Oh great, another thing going wrong. How wonderful. I just can't take it.",Anger
She cried quietly so nobody would notice. I just needed to say that.,Sad
"Overall, Sab theek hai, just a normal day yaar. Nothing more to add.",Normal
"For now, I had a quiet evening with no plans and that was fine.",Normal
"Right now, This is BREAKING my heart! I'll get through it.",Sad
I got a parking ticket even though I paid for the meter. Enough is enough.,Anger
I lost my temper last night and said things I regret. I'm done.,Anger
"For now, I drifted through today like a leaf on still water. Nothing more to add.",Normal
I went to call them and stared at my phone for ten minutes.,Sad
I am floating on cloud nine right now.,Happy
"Honestly, I had to write this down because the sadness feels unbearable tonight. I'll get through it.",Sad
"Honestly, I had to write this down because the sadness feels unbearable tonight. It's really hard.",Sad
The standup was brief and the team is on track.,Normal
My manager took my idea and presented it as his own. Period.,Anger
"I have to say, He said it was the happiest moment of his entire life. I needed this.",Happy
"To be fair, I checked tomorrow's schedule and set my alarm. All good.",Normal
"For now, Sab theek hai, just a normal day yaar. That's about it.",Normal
"At this point, They were seething the entire time at the table. It's too much.",Anger
They were seething the entire time at the table.,Anger
I'm writing this because I want to remember exactly how happy I feel right now. I'm so grateful.,Happy
I see how it is. That's all I needed to know. Enough is enough.,Anger
"I mean, Journal entry: I lost my temper today and it scared me. Period.",Anger
"All in all, I studied for a couple of hours and then took a break. Nothing more to add.",Normal
"Genuinely, I appreciate every ordinary moment so much more now.",Happy
"I have to say, Oh sure, blame it on me. Classic. Enough is enough.",Anger
"Honestly, This came out of nowhere and I couldn't be more grateful.",Happy
"Right now, I looked in the mirror today and felt genuinely proud. Best feeling ever.",Happy
"I have to say, Journal entry: everything went right today and I'm so grateful. I'm so grateful.",Happy
"If I'm being honest, My sister has been isolating herself and I'm concerned. I'll get through it.",Sad
"Honestly, It was neither a good day nor a bad day — just a day. All good.",Normal
"Lately, Really sad. I'll get through it.",Sad
"For now, I had lunch at my desk and worked through my checklist. Just another day.",Normal
"Generally speaking, I had lunch at my desk and worked through my checklist. All good.",Normal
The sadness sits on my chest like a stone.,Sad
"Right now, I was having a bad week and this completely turned it around. I needed this.",Happy
I'm absolutely FURIOUS!,Anger
I revised my notes after class as usual.,Normal
"Right now, My heart is singing today. Best feeling ever.",Happy
"To be real, I smile when I need to but inside I'm completely hollow.",Sad
"Right now, I CAN'T stop crying! I'll get through it.",Sad
"Oh sure, blame me. That's always the answer. Enough is enough.",Anger
"Honestly, I got the good news, ekdam khush hoon!",Happy
"Generally speaking, I feel like... I don't even know how to explain it. All good.",Normal
"Right now, I did the hard thing and now I get to feel the reward. Life is good.",Happy
"Genuinely, Truly joyful. I'll remember this.",Happy
"Generally speaking, I checked tomorrow's schedule and set my alarm. Nothing more to add.",Normal
"At this point, I regretted nothing because my anger was completely justified. Enough is enough.",Anger
"Right now, It's just another day, you know... nothing special. All good.",Normal
"Genuinely, I feel like I'm walking on sunshine.",Happy
"Honestly, I listened to some music and wound down for the night.",Normal
"Right now, Broken. Empty. Lost.",Sad
"I'm feeling very sad aaj, dil dukh raha hai. I needed to get that out.",Sad
"At this point, I train every new hire but I'm still at entry level pay. Period.",Anger
"I have to say, Oh fantastic, they cancelled again. What a surprise. Period.",Anger
"For now, Lecture was okay, not too long, nothing new.",Normal
"I have to say, I was livid when I read the message they sent. Period.",Anger
I have more than I need and I never want to forget that.,Happy
I CAN'T stop crying!,Sad
I was seething through the entire dinner.,Anger
"Honestly, I keep expecting to see them and then remembering they're gone.",Sad
"To be fair, Aaj ka din bilkul normal tha, nothing special.",Normal
They hired someone external for the role I was promised. I'm done.,Anger
"I have to say, I did something today that I once thought was impossible. I'm so grateful.",Happy
"I have to say, I miss feeling like I belonged somewhere. I needed to get that out.",Sad
"I mean, Sure, do whatever you want. It's fine. I'm totally fine. It's too much.",Anger
"Genuinely, Today I chose joy and it actually worked. Best feeling ever.",Happy
"Today, Incredibly happy. I'll remember this.",Happy
I couldn't sleep last night because I was still so mad.,Anger
"To be real, I'm feeling very sad aaj, dil dukh raha hai. I just needed to say that.",Sad
"Lately, You left and now I don't know how to be okay. I needed to get that out.",Sad
"Generally speaking, Everything was where it was supposed to be. Nothing more to add.",Normal
"Right now, All good. Nothing more to add.",Normal
I miss the days when everything felt simpler.,Sad
I answered emails for most of the morning.,Normal
I felt a fire inside me I could not put out.,Anger
"Honestly, I've been surviving, not living, for a while now. I needed to get that out.",Sad
"Honestly, Great, so my feelings don't matter. Got it. I'm done.",Anger
"To be real, Itna gussa aaya mujhe, I couldn't control myself.",Anger
The grief is a wave that keeps pulling me under. I don't know what to do.,Sad
"If I'm being honest, I stopped doing the things I used to love and I don't know why. I don't know what to do.",Sad
"Genuinely, I did the hard thing and now I get to feel the reward. Best feeling ever.",Happy
"I mean, I'm so done yaar, itna gussa aa raha hai. Enough is enough.",Anger
"To be fair, I'm a ship sailing in calm, boring seas today. Just another day.",Normal
"Yeah sure, everything is totally fine. Absolutely fine. It's too much.",Anger
You always manage to ruin everything. I needed to say that.,Anger
"I have to say, I feel like a candle that has slowly burned out.",Sad
"I'm a ship sailing in calm, boring seas today.",Normal
I feel like... I don't even know how to explain it.,Normal
"Truly, I felt grateful for my health today and it made me happy.",Happy
"Honestly, I did the hard thing and now I get to feel the reward. Best feeling ever.",Happy
"Overall, I submitted the report on time and headed home. Onwards.",Normal
"Right now, I submitted the assignment before the deadline, all good. Nothing more to add.",Normal
"I'm not gonna lie, You make every day brighter just by being here. I'll remember this.",Happy
"For now, Totally normal. Onwards.",Normal
"Right now, I finished my homework and had the evening to relax. All good.",Normal
"I'm not gonna lie, You make every day brighter just by being here. I needed this.",Happy
"Lately, She looked so heartbroken I didn't know what to say. I just needed to say that.",Sad
I didn't even dare hope for this and now it's real.,Happy
"I have to say, Today was amazing yaar, dil khush ho gaya. I'm so grateful.",Happy
"I'm feeling very sad aaj, dil dukh raha hai. I don't know what to do.",Sad
"Right now, I just... I don't know. I'm so angry. I'm done.",Anger
"I have to say, You left and now I don't know how to be okay. It's really hard.",Sad
"Overall, I journaled a little and then fell asleep. Just another day.",Normal
"I have to say, I have people who love me and that alone makes me happy. Life is good.",Happy
"Right now, I made tea and read a book before going to bed. Just another day.",Normal
My raise request was denied without any explanation. It's too much.,Anger
"Truly, You make every day brighter just by being here.",Happy
"I have to say, You're always doing this and it drives me insane. Period.",Anger
I screamed into my pillow because I was so angry. I needed to say that.,Anger
"I'm not gonna lie, You make every day brighter just by being here. I'm so grateful.",Happy
"At this point, He slammed the door so hard the walls shook. Period.",Anger
He couldn't stop smiling all through dinner. I'll remember this.,Happy
"To be real, I'm just... really frustrated.",Anger
"Right now, I shook with rage when I heard what they said about me. Period.",Anger
"I have to say, Pure bliss. I'm so grateful.",Happy
"Right now, You have no idea how much I miss you. It's really hard.",Sad
"At this point, My colleague was irate and everyone could feel it.",Anger
"Lately, She looked so heartbroken I didn't know what to say. I just needed to say that.",Sad
I watched one episode and then turned off the TV. Just another day.,Normal
"Lately, Dil toot gaya aaj, I'm heartbroken. I'll get through it.",Sad
I miss feeling like I belonged somewhere. I needed to get that out.,Sad
"At this point, Wow what a day. Truly spectacular. Not. Enough is enough.",Anger
"Truthfully, I thought I was over the grief but today proved me wrong. I needed to get that out.",Sad
"Truly, I couldn't sleep last night because I was still so mad. I'm done.",Anger
"Honestly, Some idiot nearly ran a red light and almost hit me.",Anger
"I mean, That's rich coming from someone who never helps. Enough is enough.",Anger
"I have to say, I sat outside this morning and felt grateful just to be alive. Life is good.",Happy
"Overall, I had lunch at my desk and worked through my checklist. That's about it.",Normal
"I have to say, I feel disconnected from everything and everyone. I'll get through it.",Sad
"To be real, I long for the version of us that used to be happy together. I'll get through it.",Sad
"Generally speaking, Kuch khaas nahi aaj, just a chill day. Just another day.",Normal
"At this point, They were seething the entire time at the table. Enough is enough.",Anger
"Right now, Pure bliss. Life is good.",Happy
"To be real, Today was the day I finally said enough. I was done being patient. Period.",Anger
Uneventful day — and I'm at peace with that. Onwards.,Normal
"I have to say, I proved everyone wrong and it feels amazing. I'm so grateful.",Happy
I can't explain why I'm sad — I just am.,Sad
"All in all, Same as yesterday. Same as tomorrow probably. That's okay. Onwards.",Normal
"Today, I am floating on cloud nine right now.",Happy
"Honestly, I met with my study group and we covered the chapter. That's about it.",Normal
The way management treats employees here is infuriating.,Anger
"At this point, I regretted nothing because my anger was completely justified. Enough is enough.",Anger
I was red in the face when I walked into that meeting.,Anger
"I mean, The driver behind me was honking for no reason and I was fuming.",Anger
"Honestly, I kept going when everything said stop and I'm so glad I did.",Happy
I went to the library and got some reading done. All good.,Normal
"I have to say, She clenched her jaw and walked away in anger. I needed to say that.",Anger
"Overall, The exam is next week, I'm preparing steadily. That's about it.",Normal
"Honestly, People went about their day normally at the office. Onwards.",Normal
He beamed with pride when he crossed the finish line.,Happy
"I have to say, I lost my temper last night and said things I regret. Enough is enough.",Anger
"I have to say, He slammed the door so hard the walls shook. Period.",Anger
Seething inside.,Anger
"Truthfully, Really sad. I don't know what to do.",Sad
I'm so grateful for the people in my life right now. I'm so grateful.,Happy
"Honestly, I had lunch at my desk and worked through my checklist. All good.",Normal
I feel like a candle that has slowly burned out.,Sad
I went to call them and stared at my phone for ten minutes. It's really hard.,Sad
"To be fair, The standup was brief and the team is on track. Just another day.",Normal
"To be real, Grief is strange — it comes in waves I can never predict. I just needed to say that.",Sad
"Right now, Dear diary, today was a very ordinary day with nothing notable. Nothing more to add.",Normal
"Right now, I'm absolutely FURIOUS! I'm done.",Anger
"Honestly, I need to write this down before I explode — I am absolutely furious. Enough is enough.",Anger
"I have to say, He sat with his head in his hands for a long time. I just needed to say that.",Sad
"I don't know who to talk to so I'm telling you, journal.",Sad
"Honestly, I can't BELIEVE how amazing this is! Best feeling ever.",Happy
My patience has completely burned out.,Anger
"Generally speaking, Same as yesterday. Same as tomorrow probably. That's okay. Nothing more to add.",Normal
"I have to say, I haven't wanted to get out of bed in over a week. I don't know what to do.",Sad
"Honestly, Pure bliss. I'm so grateful.",Happy
"For now, The weather was mild and nothing about the day stood out. Onwards.",Normal
"I mean, I shook with rage when I heard what they said about me. Period.",Anger
"Genuinely, My friend burst into happy tears at the announcement. Best feeling ever.",Happy
I took a shower and went to bed at a normal time. Nothing more to add.,Normal
"Honestly, I had a quiet evening with no plans and that was fine. That's about it.",Normal
"Overall, It was neither a good day nor a bad day — just a day. Just another day.",Normal
"I have to say, This is BREAKING my heart! I needed to get that out.",Sad
"Honestly, I was told my feedback doesn't matter in this meeting. Enough is enough.",Anger
"I mean, No no, go ahead. Don't worry about me at all. I'm done.",Anger
"I have to say, I've been doing the work of three people and getting paid for one. Period.",Anger
I screamed into my pillow because I was so angry.,Anger
"Today, You believed in me when I didn't believe in myself. I needed this.",Happy
"For now, The standup was brief and the team is on track. That's about it.",Normal
"Honestly, Journal entry: I lost my temper today and it scared me. Period.",Anger
The weather was mild and nothing about the day stood out. Nothing more to add.,Normal
"Right now, They embraced and wouldn't let go for a long time. I needed this.",Happy
I've been doing the work of three people and getting paid for one. I needed to say that.,Anger
I feel like... I don't even know how to explain it. That's about it.,Normal
"Right now, They jumped up and down when they heard the news. I'm so grateful.",Happy
I've been doing the work of three people and getting paid for one.,Anger
The traffic was so bad I arrived an hour late and I was furious.,Anger
"To be real, I miss feeling hopeful about the future.",Sad
"At this point, Totally fine. Everything is completely fine. Sure. Period.",Anger
"Truly, Wow what a day. Truly spectacular. Not. I needed to say that.",Anger
I sat outside this morning and felt grateful just to be alive. Life is good.,Happy
"Right now, They haven't smiled in days and it's worrying. I just needed to say that.",Sad
"Bas theek chal raha hai sab, nothing to complain about. All good.",Normal
"Honestly, I am SO SAD! I'll get through it.",Sad
"I have to say, Dear diary, today I snapped and I'm not proud of it but I was so angry. Enough is enough.",Anger
Very happy.,Happy
I sat outside this morning and felt grateful just to be alive.,Happy
She laughed so hard she had tears streaming down her face.,Happy
"Dil toot gaya aaj, I'm heartbroken. I don't know what to do.",Sad
"Honestly, No no, go ahead. Don't worry about me at all. I needed to say that.",Anger
"All in all, Totally normal. Onwards.",Normal
"Overall, I scrolled through my phone for a bit and then called it a night. That's about it.",Normal
"At this point, The traffic was so bad I arrived an hour late and I was furious. Period.",Anger
"Right now, I was seething through the entire dinner. Period.",Anger
"Right now, I got furious when I found out what had been happening. It's too much.",Anger
"Right now, School was fine today, nothing special happened.",Normal
"For now, I updated the project tracker and sent the status report.",Normal
"Honestly, I got the good news, ekdam khush hoon! I'm so grateful.",Happy
"Truly, I guess some people just do whatever they want. It's too much.",Anger
"If I'm being honest, Everything takes twice the effort it used to. I just needed to say that.",Sad
"To be real, Totally fine. Everything is completely fine. Sure. Period.",Anger
"Truly, My patience has completely burned out. Period.",Anger
"Truly, I earned this and I'm letting myself enjoy it.",Happy
"Honestly, I got furious when I found out what had been happening. It's too much.",Anger
You're always doing this and it drives me insane.,Anger
"If I'm being honest, They went very quiet after they heard the news. I just needed to say that.",Sad
"To be real, I miss the person I was before the hard things happened. I'll get through it.",Sad
"If I'm being honest, I miss the feeling of looking forward to things. It's really hard.",Sad
"Truthfully, I smile when I need to but inside I'm completely hollow. I don't know what to do.",Sad
"Right now, Everything in this house still smells like them and I can't move on. It's really hard.",Sad
"Today, You have no idea how happy you've made me. Best feeling ever.",Happy
I am floating on cloud nine right now.,Happy
"Right now, I cannot BELIEVE this happened!",Anger
"I have to say, The hardest part of losing someone is the ordinary moments. I don't know what to do.",Sad
"Right now, I couldn't sleep last night because I was still so mad. I'm done.",Anger
I eat just enough to function but food brings me no joy.,Sad
"Generally speaking, Lecture was okay, not too long, nothing new. Onwards.",Normal
"I mean, They were seething the entire time at the table. It's too much.",Anger
"Overall, I revised my notes after class as usual. Just another day.",Normal
"All in all, I made dinner, cleaned up, and relaxed before bed. All good.",Normal
"Honestly, I feel like I'm watching my life from behind glass. It's really hard.",Sad
"For now, Calm. Steady. Fine. Just another day.",Normal
"Honestly, I still set two cups of coffee out of habit and then I remember.",Sad
You have no idea how much you hurt me.,Sad
"All in all, Everything ticked along like clockwork today. Just another day.",Normal
I feel disconnected from everything and everyone.,Sad
I am SO HAPPY!,Happy
"I have to say, They jumped up and down when they heard the news. I needed this.",Happy
"I've been surviving, not living, for a while now.",Sad
"At this point, I'm writing this because I'm too angry to sleep right now. Period.",Anger
"I have to say, I stormed out of the office yesterday out of pure rage. Enough is enough.",Anger
"If I'm being honest, I bought their favourite snack before I remembered.",Sad
"I'm not gonna lie, I'm so proud of how far I've come this year. I'll remember this.",Happy
"Generally speaking, I did a bit of stretching and then went to sleep. Onwards.",Normal
"Right now, I was told my feedback doesn't matter in this meeting. Enough is enough.",Anger
"I have to say, Beyond mad. I'm done.",Anger
Same as yesterday. Same as tomorrow probably. That's okay.,Normal
"Today, I finished what I started and I feel incredible. I'll remember this.",Happy
"Today, I kept going when everything said stop and I'm so glad I did.",Happy
He said it was the happiest moment of his entire life.,Happy
"Right now, I'm so proud of how far I've come this year. Best feeling ever.",Happy
"Right now, The day passed like water — smooth and unremarkable.",Normal
I appreciate every ordinary moment so much more now.,Happy
"Generally speaking, I journaled a little and then fell asleep. Onwards.",Normal
"Right now, I just... I can't believe how good today was. Life is good.",Happy
I eat just enough to function but food brings me no joy. I just needed to say that.,Sad
"Right now, My colleague was practically floating after getting the promotion.",Happy
"Overall, I met with my study group and we covered the chapter. That's about it.",Normal
I finished my homework and had the evening to relax. Just another day.,Normal
"I mean, I've been doing the work of three people and getting paid for one.",Anger
"Right now, They went very quiet after they heard the news.",Sad
"Generally speaking, People went about their day normally at the office. All good.",Normal
"I mean, I deleted the message out of anger without thinking. I'm done.",Anger
"Honestly, Some days I wake up and the day already feels too long. It's really hard.",Sad
"Honestly, I feel... I don't know... kind of empty? I needed to get that out.",Sad
Deeply broken. I'll get through it.,Sad
"You made me so angry, I can't even look at you right now.",Anger
"Right now, Complete heartbreak. I needed to get that out.",Sad
"Lately, Everything in this house still smells like them and I can't move on. I'll get through it.",Sad
Complete heartbreak. I just needed to say that.,Sad
